,JS_divergence
895,0.06320307
896,0.04763933
897,0.042532608
898,0.083793715
899,0.10992984
900,0.080328405
901,0.04620637
902,0.06801464
903,0.08124071
904,0.13401976
905,0.028049663
906,0.11125973
907,0.03224074
908,0.12313077
909,0.08400261
910,0.12260589
911,0.057992466
912,0.16589373
913,0.08993381
914,0.16550043
915,0.019672267
916,0.08157578
917,0.1260061
918,0.029812003
919,0.06462389
920,0.036488645
921,0.116637096
922,0.09121922
923,0.038960736
924,0.060958944
925,0.03164992
926,0.074794024
927,0.06399979
928,0.10271225
929,0.12263546
930,0.13007873
931,0.1037181
932,0.05725465
933,0.0982669
934,0.13990055
935,0.054664947
936,0.055451095
937,0.05820793
938,0.020847045
939,0.076038286
940,0.030134264
941,0.028308377
942,0.049089734
943,0.080825344
944,0.0704338
945,0.12533993
946,0.03679584
947,0.08714341
948,0.052038185
949,0.112698525
950,0.055257175
951,0.020586923
952,0.12412913
953,0.048429586
954,0.07575615
955,0.12495065
956,0.10310809
957,0.038740706
958,0.07083479
959,0.110293195
960,0.119544804
961,0.040368926
962,0.08142116
963,0.090785
964,0.042106677
965,0.089220986
966,0.047899827
967,0.09955413
968,0.09404693
969,0.02163095
970,0.0444155
971,0.056772463
972,0.06107223
973,0.07991314
974,0.09386787
975,0.11419713
976,0.06508988
977,0.052215405
978,0.11134432
979,0.06098689
980,0.047338784
981,0.06423026
982,0.07403669
983,0.07774772
984,0.100207046
985,0.08767042
986,0.037126955
987,0.109417975
988,0.10663495
989,0.04374674
990,0.05987939
991,0.045163207
992,0.054765195
993,0.076423556
994,0.09128262
995,0.051327363
996,0.09960297
997,0.05420166
998,0.06204343
999,0.14381361
1000,0.03459782
1001,0.075074844
1002,0.026574753
1003,0.08201686
1004,0.090611055
1005,0.1267356
1006,0.090326786
1007,0.08606089
1008,0.04626254
1009,0.028947163
1010,0.04392866
1011,0.13918868
1012,0.07757194
1013,0.07509518
1014,0.089752525
1015,0.06434014
1016,0.05911044
1017,0.050595053
1018,0.057650097
1019,0.063022554
1020,0.037610933
1021,0.07720359
1022,0.04592856
1023,0.09577957
1024,0.05448176
1025,0.044340856
1026,0.05823658
1027,0.03733363
1028,0.061622247
1029,0.034385663
1030,0.02452339
1031,0.06607009
1032,0.030346017
1033,0.1505142
1034,0.08628898
1035,0.08507536
1036,0.048678648
1037,0.031355686
1038,0.065068565
1039,0.0635646
1040,0.1466694
1041,0.030566964
1042,0.059612148
1043,0.09657061
1044,0.08959609
1045,0.12930685
1046,0.08845219
1047,0.057312153
1048,0.07365052
1049,0.13356337
1050,0.060385667
1051,0.06811291
1052,0.095198676
1053,0.12478249
1054,0.052899003
1055,0.06222836
1056,0.053908728
1057,0.07013237
1058,0.061292868
1059,0.09486843
1060,0.030578524
1061,0.02294682
1062,0.09203668
1063,0.04220409
1064,0.0828593
1065,0.02043046
1066,0.080460854
1067,0.12141268
1068,0.0637707
1069,0.026240125
1070,0.09537143
1071,0.104601175
1072,0.07055771
1073,0.105828986
1074,0.05293777
1075,0.072618134
1076,0.24198058
1077,0.08438825
1078,0.13775462
1079,0.043242846
1080,0.05952314
1081,0.097344086
1082,0.05144465
1083,0.06813667
1084,0.08513856
1085,0.056685917
1086,0.0880087
1087,0.09802526
1088,0.05167792
1089,0.03714899
1090,0.11516338
1091,0.058998026
1092,0.09620613
1093,0.05353175
1094,0.1348514
1095,0.07088114
1096,0.039655346
1097,0.088205256
1098,0.09231685
1099,0.057840697
1100,0.075361714
1101,0.13877243
1102,0.060828652
1103,0.05803284
1104,0.074326664
1105,0.07444987
1106,0.019304683
1107,0.07091372
1108,0.07727262
1109,0.030345667
1110,0.20568404
1111,0.10825338
1112,0.052655622
1113,0.0691383
1114,0.05105993
1115,0.022830788
1116,0.058990493
1117,0.09337032
1118,0.08997888
1119,0.02688459
1120,0.15145518
1121,0.05681828
1122,0.072163574
1123,0.13698032
1124,0.048190042
1125,0.056216955
1126,0.054073833
1127,0.113185234
1128,0.017445436
1129,0.1574799
1130,0.048546243
1131,0.03265104
1132,0.057137497
1133,0.0509702
1134,0.10886883
1135,0.023311451
1136,0.065441705
1137,0.08217862
1138,0.07076077
1139,0.049458176
1140,0.045365535
1141,0.09275298
1142,0.059137948
1143,0.06181
1144,0.14510046
1145,0.06568497
1146,0.060910057
1147,0.088714145
1148,0.034828633
1149,0.02513708
1150,0.08080541
1151,0.07998671
1152,0.059326023
1153,0.034578837
1154,0.07889776
1155,0.08447112
1156,0.06550696
1157,0.07721466
1158,0.03401082
1159,0.049452975
1160,0.07162976
1161,0.04133659
1162,0.12789895
1163,0.07401666
1164,0.08727896
1165,0.09691419
1166,0.034732323
1167,0.030126639
1168,0.18677235
1169,0.14815237
1170,0.08984864
1171,0.07313993
1172,0.13773704
1173,0.057544872
1174,0.15973586
1175,0.09534938
1176,0.049156737
1177,0.079027124
1178,0.08515246
1179,0.056917146
1180,0.041925095
1181,0.027832782
1182,0.0993974
1183,0.12228823
1184,0.0294768
1185,0.04671132
1186,0.131658
1187,0.10425991
1188,0.0823685
1189,0.07934312
1190,0.08466957
1191,0.086857274
1192,0.060615756
1193,0.067375705
1194,0.09647414
1195,0.09502485
1196,0.08672102
1197,0.0782859
1198,0.106415406
1199,0.059491366
1200,0.09367378
1201,0.17319748
1202,0.030193642
1203,0.043156438
1204,0.05765034
1205,0.058193583
1206,0.067289226
1207,0.10270872
1208,0.11208889
1209,0.06801056
1210,0.101666644
1211,0.04590145
1212,0.10193046
1213,0.0105538415
1214,0.079079
1215,0.1012187
1216,0.0873969
1217,0.08799933
1218,0.066497564
1219,0.030638527
1220,0.048115663
1221,0.053723775
1222,0.06519185
1223,0.06381427
1224,0.046614572
1225,0.08305858
1226,0.06939188
1227,0.018566603
1228,0.037863053
1229,0.056871887
1230,0.09718211
1231,0.1051476
1232,0.16486698
1233,0.03555067
1234,0.074832916
1235,0.057853103
1236,0.15097031
1237,0.058927532
1238,0.12614802
1239,0.026015524
1240,0.07750522
1241,0.09950508
1242,0.09703539
1243,0.09727746
1244,0.06876945
1245,0.07048825
1246,0.05731134
1247,0.036465026
1248,0.07581749
1249,0.08714709
1250,0.043178122
1251,0.16895032
1252,0.028503187
1253,0.10725927
1254,0.021325149
1255,0.038560376
1256,0.0629453
1257,0.1285653
1258,0.06460568
1259,0.1330608
1260,0.05849304
1261,0.09585333
1262,0.0899286
1263,0.107255474
1264,0.1318284
1265,0.16492261
1266,0.07829341
1267,0.08523109
1268,0.104403555
1269,0.11749233
1270,0.11074151
1271,0.06637399
1272,0.061857805
1273,0.054467186
1274,0.064078
1275,0.06556563
1276,0.1053815
1277,0.17437477
1278,0.15587449
1279,0.053691152
1280,0.1379548
1281,0.102669075
1282,0.13215715
1283,0.037084088
1284,0.084983096
1285,0.03601961
1286,0.07979293
1287,0.062812485
1288,0.14006284
1289,0.0983573
1290,0.09997472
1291,0.06889881
1292,0.07516222
1293,0.08726342
1294,0.05382169
1295,0.06493279
1296,0.046374924
1297,0.08006811
1298,0.111968115
1299,0.1123972
1300,0.058001928
1301,0.09378117
1302,0.07712051
1303,0.14299741
1304,0.07128548
1305,0.06401838
1306,0.12454525
1307,0.060246624
1308,0.082447305
1309,0.053562254
1310,0.12240046
1311,0.06454803
1312,0.09235676
1313,0.080988914
1314,0.107209936
1315,0.052511968
1316,0.044699267
1317,0.032430805
1318,0.0739156
1319,0.23236772
1320,0.14633188
1321,0.018801581
1322,0.09722051
1323,0.10968222
1324,0.01470401
1325,0.0868022
1326,0.04184121
1327,0.1808359
1328,0.088249564
1329,0.049732998
1330,0.031124942
1331,0.088416345
1332,0.041225452
1333,0.03274285
1334,0.06366273
1335,0.027210668
1336,0.06050245
1337,0.06983027
1338,0.060687415
1339,0.21377039
1340,0.0362187
1341,0.04141003
1342,0.10821331
1343,0.054634295
1344,0.041539617
1345,0.07852473
1346,0.055132873
1347,0.09620687
1348,0.023885127
1349,0.06602288
1350,0.06062465
1351,0.17315753
1352,0.041966736
1353,0.060142733
1354,0.08549654
1355,0.022702593
1356,0.13191673
1357,0.090275586
1358,0.11322247
1359,0.050423674
1360,0.039677434
1361,0.071401455
1362,0.077924535
1363,0.07175892
1364,0.032189738
1365,0.052630078
1366,0.07980524
1367,0.071064085
1368,0.0792692
1369,0.11780023
1370,0.03988893
1371,0.034799
1372,0.06729377
1373,0.044054896
1374,0.07689308
1375,0.070341825
1376,0.08709273
1377,0.04390596
1378,0.032505628
1379,0.048725057
1380,0.08616693
1381,0.05023422
1382,0.07126995
1383,0.044113636
1384,0.044637
1385,0.036680836
1386,0.08298444
1387,0.0605848
1388,0.0720453
1389,0.058717243
1390,0.059324242
1391,0.06509617
1392,0.051719114
1393,0.08570859
1394,0.068215
1395,0.039884005
1396,0.108058244
1397,0.07105355
1398,0.035264183
1399,0.063864656
1400,0.05854211
1401,0.05848276
1402,0.11792874
1403,0.051257614
1404,0.090289354
1405,0.081030056
1406,0.08869997
1407,0.07807501
1408,0.071743056
1409,0.03414434
1410,0.0734694
1411,0.094559476
1412,0.08910896
1413,0.063481264
1414,0.13639824
1415,0.025508951
1416,0.04258823
1417,0.06176491
1418,0.036757722
1419,0.13436055
1420,0.0548407
1421,0.031717494
1422,0.09027262
1423,0.05391029
1424,0.067307375
1425,0.021538794
1426,0.039064158
1427,0.02316521
1428,0.09795814
1429,0.022771787
1430,0.053772695
1431,0.03934127
1432,0.088399366
1433,0.037893303
1434,0.12028165
1435,0.10787175
1436,0.15535387
1437,0.10710441
1438,0.037797347
1439,0.08135682
1440,0.0432
1441,0.08074787
1442,0.0726209
1443,0.13945778
1444,0.076936215
1445,0.12255289
1446,0.04840143
1447,0.074563935
1448,0.101008356
1449,0.07597996
1450,0.08539541
1451,0.0635826
1452,0.110674374
1453,0.031061353
1454,0.046153743
1455,0.14628625
1456,0.030945288
1457,0.10359754
1458,0.115922675
1459,0.13035184
1460,0.030648343
1461,0.06317899
1462,0.043002874
1463,0.026294623
1464,0.03211022
1465,0.0505531
1466,0.16633457
1467,0.08579627
1468,0.06668975
1469,0.025456872
1470,0.04450395
1471,0.13330266
1472,0.037980344
1473,0.12477803
1474,0.029323824
1475,0.12928385
1476,0.03924299
1477,0.034064204
1478,0.0834261
1479,0.09328768
1480,0.09006128
1481,0.13568757
1482,0.060938906
1483,0.02998278
1484,0.049177818
1485,0.087643325
1486,0.11268814
1487,0.037894163
1488,0.07120791
1489,0.052924633
1490,0.08848423
1491,0.060686186
1492,0.06017299
1493,0.06445349
1494,0.112176836
1495,0.066654265
1496,0.10401294
1497,0.1424231
1498,0.10807401
1499,0.08007565
1500,0.049116865
1501,0.095216796
1502,0.025792224
1503,0.23065794
1504,0.10216777
1505,0.042683132
1506,0.10384849
1507,0.11802605
1508,0.04017464
1509,0.10614967
1510,0.037270006
1511,0.052021082
1512,0.07052714
1513,0.097643085
1514,0.10930083
1515,0.08354692
1516,0.048277497
1517,0.0631754
1518,0.079424225
1519,0.083122104
1520,0.027463704
1521,0.054531083
1522,0.06548524
1523,0.10312091
1524,0.037897184
1525,0.08885818
1526,0.09003034
1527,0.04672969
1528,0.12511308
1529,0.08306135
1530,0.06796031
1531,0.023495484
1532,0.11300854
1533,0.07334271
1534,0.084106475
1535,0.04864935
1536,0.1463339
1537,0.052102637
1538,0.121987835
1539,0.115175314
1540,0.093809284
1541,0.08867726
1542,0.07122131
1543,0.03421271
1544,0.05333901
1545,0.08005876
1546,0.031709462
1547,0.055835787
1548,0.100790605
1549,0.08609278
1550,0.069246635
1551,0.08946546
1552,0.06619772
1553,0.10198635
1554,0.058414634
1555,0.055929907
1556,0.07500259
1557,0.1160164
1558,0.05499354
1559,0.04179109
1560,0.18228099
1561,0.051504746
1562,0.111663
1563,0.034189425
1564,0.01535715
1565,0.01976616
1566,0.11265491
1567,0.061928447
1568,0.12783125
1569,0.06937872
1570,0.026958272
1571,0.024048276
1572,0.1266046
1573,0.05531905
1574,0.08339968
1575,0.08972525
1576,0.058517486
1577,0.052084655
1578,0.0791585
1579,0.060485076
1580,0.06935866
1581,0.07589166
1582,0.07694238
1583,0.10266091
1584,0.05598329
1585,0.1952131
1586,0.06633834
1587,0.08864708
1588,0.065374106
1589,0.07857461
1590,0.04357271
1591,0.03236454
1592,0.0684897
1593,0.10291816
1594,0.047639817
1595,0.04772273
1596,0.07822997
1597,0.05845318
1598,0.12091663
1599,0.048790358
1600,0.03885231
1601,0.07676961
1602,0.018065708
1603,0.04662434
1604,0.098242566
1605,0.041697696
1606,0.0309769
1607,0.019349404
1608,0.03363886
1609,0.08388148
1610,0.04336313
1611,0.056057993
1612,0.093067974
1613,0.04349257
1614,0.059785414
1615,0.09213368
1616,0.09724833
1617,0.04889086
1618,0.09418769
1619,0.053617254
1620,0.06113085
1621,0.0477621
1622,0.059569836
1623,0.05872687
1624,0.056738336
1625,0.122144535
1626,0.09676485
1627,0.19871569
1628,0.07816342
1629,0.044501893
1630,0.044833172
1631,0.09548426
1632,0.09514639
1633,0.04054099
1634,0.058209762
1635,0.14906855
1636,0.06770369
1637,0.0284263
1638,0.10284463
1639,0.077208996
1640,0.1568937
1641,0.033754542
1642,0.09965648
1643,0.08159022
1644,0.07183473
1645,0.03522189
1646,0.093763955
1647,0.09746022
1648,0.06931397
1649,0.06928968
1650,0.09038353
1651,0.058770567
1652,0.16584677
1653,0.030258775
1654,0.11710976
1655,0.050021634
1656,0.07364124
1657,0.062825315
1658,0.058752235
1659,0.07101418
1660,0.06552726
1661,0.12132763
1662,0.044917896
1663,0.043380395
1664,0.08021169
