,JS_divergence
1667,0.1994018
1668,0.37611833
1669,0.21126711
1670,0.21326017
1671,0.3690647
1672,0.19143471
1673,0.53264505
1674,0.43154362
1675,0.28462908
1676,0.14635749
1677,0.29660234
1678,0.14269213
1679,0.48689833
1680,0.3195994
1681,0.2272611
1682,0.4470659
1683,0.1686502
1684,0.47754973
1685,0.34761745
1686,0.49079913
1687,0.16530828
1688,0.21306655
1689,0.37250772
1690,0.49778786
1691,0.31589127
1692,0.15508193
1693,0.20755342
1694,0.34257895
1695,0.17884332
1696,0.14859147
1697,0.32631037
1698,0.2527423
1699,0.5402783
1700,0.22447118
1701,0.19221124
1702,0.16380894
1703,0.2537433
1704,0.5154251
1705,0.2662147
1706,0.22754431
1707,0.23736337
1708,0.13018289
1709,0.25116378
1710,0.17265737
1711,0.19921365
1712,0.220824
1713,0.17228515
1714,0.4103989
1715,0.21635821
1716,0.20272139
1717,0.19675651
1718,0.22931124
1719,0.13363512
1720,0.4343204
1721,0.09896735
1722,0.34910548
1723,0.41776952
1724,0.17705652
1725,0.14078295
1726,0.4025642
1727,0.5028895
1728,0.1935584
1729,0.25050423
1730,0.17142516
1731,0.21191147
1732,0.21446246
1733,0.40045726
1734,0.23133422
1735,0.20325293
1736,0.19525182
1737,0.2701451
1738,0.13919461
1739,0.29059964
1740,0.16099519
1741,0.45834136
1742,0.29381824
1743,0.20813951
1744,0.17742023
1745,0.3960392
1746,0.15898535
1747,0.15775865
1748,0.30817378
1749,0.4400853
1750,0.22935876
1751,0.25033534
1752,0.506272
1753,0.26542106
1754,0.3775704
1755,0.24671276
1756,0.47304463
1757,0.24192348
1758,0.1852101
1759,0.3848436
1760,0.16820173
1761,0.19671088
1762,0.21751344
1763,0.2021471
1764,0.1644638
1765,0.23201832
1766,0.2991084
1767,0.35431457
1768,0.19877177
1769,0.326958
1770,0.40623653
1771,0.18210429
1772,0.47632575
1773,0.4176389
1774,0.5332493
1775,0.53921366
1776,0.384776
1777,0.40150648
1778,0.14747967
1779,0.4998232
1780,0.14319699
1781,0.2614733
1782,0.32436445
1783,0.12885422
1784,0.15368685
1785,0.31577894
1786,0.27582556
1787,0.533579
1788,0.4690844
1789,0.29778004
1790,0.17907314
1791,0.22106025
1792,0.1385475
1793,0.54253495
1794,0.41956842
1795,0.29165864
1796,0.14871323
1797,0.19601683
1798,0.19415009
1799,0.14961258
1800,0.16701284
1801,0.30248672
1802,0.20009659
1803,0.26765084
1804,0.3177209
1805,0.14588386
1806,0.3855217
1807,0.17334199
1808,0.37837136
1809,0.15665309
1810,0.20277902
1811,0.22373304
1812,0.14385286
1813,0.38047573
1814,0.3412426
1815,0.19646658
1816,0.1705232
1817,0.24323091
1818,0.24139345
1819,0.20303234
1820,0.11450819
1821,0.41307527
1822,0.17598855
1823,0.37302417
1824,0.15428384
1825,0.22921887
1826,0.1393933
1827,0.36500317
1828,0.12615557
1829,0.18448281
1830,0.39830524
1831,0.18413913
1832,0.23405364
1833,0.16541146
1834,0.19807917
1835,0.4335345
1836,0.36932045
1837,0.17894354
1838,0.18222547
1839,0.525859
1840,0.3249594
1841,0.117470205
1842,0.1886779
1843,0.11174953
1844,0.26568618
1845,0.36660627
1846,0.2657002
1847,0.2196827
1848,0.3309174
1849,0.17467901
1850,0.4525993
1851,0.4449818
1852,0.1825558
1853,0.19228405
1854,0.26087365
1855,0.30273294
1856,0.27441266
1857,0.33011717
1858,0.47021693
1859,0.44273913
1860,0.20217074
1861,0.44848123
1862,0.26410934
1863,0.14746085
1864,0.5214715
1865,0.19800654
1866,0.18174392
1867,0.24676283
1868,0.553579
1869,0.1665307
1870,0.44831544
1871,0.40435418
1872,0.26765615
1873,0.23120168
1874,0.14997134
1875,0.3213938
1876,0.34192058
1877,0.28487062
1878,0.53534627
1879,0.40428847
1880,0.49829203
1881,0.14031139
1882,0.16213073
1883,0.39977574
1884,0.46189794
1885,0.41698372
1886,0.22398482
1887,0.23571047
1888,0.23467585
1889,0.17949587
1890,0.14448982
1891,0.11035406
1892,0.27775007
1893,0.33132666
1894,0.41419464
1895,0.05783213
1896,0.14630039
1897,0.10023917
1898,0.1561681
1899,0.5007273
1900,0.105778515
1901,0.23788708
1902,0.44446266
1903,0.15248105
1904,0.54189414
1905,0.5232704
1906,0.51627576
1907,0.557044
1908,0.32603043
1909,0.34395787
1910,0.2610852
1911,0.18847954
1912,0.1654973
1913,0.4591244
1914,0.4614163
1915,0.092097536
1916,0.2955311
1917,0.25263828
1918,0.45531422
1919,0.23071125
1920,0.39443392
1921,0.20538366
1922,0.27451342
1923,0.120576024
1924,0.4881773
1925,0.47843271
1926,0.17137094
1927,0.22440399
1928,0.44190612
1929,0.25389004
1930,0.13641308
1931,0.44523358
1932,0.4675746
1933,0.19737871
1934,0.18397762
1935,0.36166242
1936,0.5315664
1937,0.16199647
1938,0.15709126
1939,0.5317838
1940,0.19174135
1941,0.24172354
1942,0.15253897
1943,0.21719924
1944,0.2019748
1945,0.4319141
1946,0.15605345
1947,0.44145188
1948,0.256299
1949,0.5422346
1950,0.17439823
1951,0.31705725
1952,0.20312744
1953,0.4325974
1954,0.11821328
1955,0.22601685
1956,0.30978853
1957,0.20259184
1958,0.38920557
1959,0.37966698
1960,0.391609
1961,0.3377689
1962,0.19199452
1963,0.18551688
1964,0.381476
1965,0.35870364
1966,0.20983753
1967,0.38223097
1968,0.31854373
1969,0.54214287
1970,0.28797266
1971,0.28094095
1972,0.27201962
1973,0.225438
1974,0.27688777
1975,0.43699288
1976,0.24453136
1977,0.29499382
1978,0.40100884
1979,0.31964296
1980,0.23527825
1981,0.45313394
1982,0.3302573
1983,0.15928723
1984,0.55707914
1985,0.18040252
1986,0.20507544
1987,0.13746758
1988,0.27776247
1989,0.35276914
1990,0.53122205
1991,0.23703279
1992,0.32244498
1993,0.5052166
1994,0.26812732
1995,0.40575427
1996,0.28996223
1997,0.19816035
1998,0.43401808
1999,0.19193533
2000,0.25912192
2001,0.17247352
2002,0.16331549
2003,0.23095709
2004,0.5216585
2005,0.25412223
2006,0.42508137
2007,0.20622095
2008,0.1459365
2009,0.11913324
2010,0.25287858
2011,0.20581287
2012,0.24355392
2013,0.23456061
2014,0.16860116
2015,0.19924107
2016,0.5530322
2017,0.5579499
2018,0.3217116
2019,0.36890352
2020,0.21728261
2021,0.28827974
2022,0.43415773
2023,0.48990336
2024,0.28026104
2025,0.18101916
2026,0.5155698
2027,0.23227867
2028,0.5247262
2029,0.2698568
2030,0.1746577
2031,0.14630786
2032,0.21017945
2033,0.39389265
2034,0.28716892
2035,0.5011591
2036,0.5083207
2037,0.1731531
2038,0.2895425
2039,0.15940465
2040,0.2581783
2041,0.24672487
2042,0.15550867
2043,0.15892217
2044,0.48624176
2045,0.4523371
2046,0.33254403
2047,0.51788497
2048,0.1989055
2049,0.30510384
2050,0.14237358
2051,0.5033788
2052,0.19015843
2053,0.22774279
2054,0.5036958
2055,0.29637346
2056,0.505734
2057,0.23029761
2058,0.16628674
2059,0.2827567
2060,0.5276311
2061,0.5525855
2062,0.20231783
2063,0.23299915
2064,0.13093081
2065,0.25979465
2066,0.5208932
2067,0.36152256
2068,0.19425595
2069,0.53049624
2070,0.42758632
2071,0.18388847
2072,0.51709336
2073,0.26642048
2074,0.29819334
2075,0.14821649
2076,0.2512
2077,0.17011966
2078,0.22696163
2079,0.21511295
2080,0.22408333
2081,0.48981792
2082,0.22534657
2083,0.38045108
2084,0.56787133
2085,0.2602092
2086,0.33609796
2087,0.42707616
2088,0.5359905
2089,0.4266383
2090,0.2186268
2091,0.22806409
2092,0.2447901
2093,0.24346104
2094,0.51296926
2095,0.3967588
2096,0.22750288
2097,0.2552737
2098,0.42363495
2099,0.14333831
2100,0.39288363
2101,0.17484908
2102,0.14693408
2103,0.17088169
2104,0.4814263
2105,0.37663966
2106,0.29865927
2107,0.40050164
2108,0.5047839
2109,0.12261526
2110,0.19542295
2111,0.17937112
2112,0.11374165
2113,0.15059415
2114,0.15982449
2115,0.4001913
2116,0.3270902
2117,0.2494007
2118,0.20500058
2119,0.20862806
2120,0.1941984
2121,0.17739856
2122,0.52337027
2123,0.3375131
2124,0.20557737
2125,0.26278728
2126,0.44289947
2127,0.29504117
2128,0.30995518
2129,0.17212409
2130,0.46806315
2131,0.329831
2132,0.2896301
2133,0.40275958
2134,0.44680566
2135,0.1957148
2136,0.36273456
2137,0.16612919
2138,0.50068426
2139,0.19484575
2140,0.4955775
2141,0.21103731
2142,0.15778863
2143,0.1962161
2144,0.26874873
2145,0.44191808
2146,0.5082597
2147,0.4857012
2148,0.54596436
2149,0.18357335
2150,0.12969388
2151,0.24101421
2152,0.18148044
2153,0.21624658
2154,0.19159885
2155,0.20385462
2156,0.15519336
2157,0.25729117
2158,0.21448556
2159,0.23020858
2160,0.16608626
2161,0.21554323
2162,0.1724928
2163,0.23324278
2164,0.24310307
2165,0.41068715
2166,0.27543253
2167,0.26477748
2168,0.4062695
2169,0.17628706
2170,0.20680252
2171,0.25436532
2172,0.16148053
2173,0.28033817
2174,0.2441319
2175,0.41118222
2176,0.15785593
2177,0.24660024
2178,0.38214028
2179,0.12618205
2180,0.20277739
2181,0.2776162
2182,0.27620083
2183,0.15752643
2184,0.3731941
2185,0.1397009
2186,0.50186473
2187,0.49694717
2188,0.15600654
2189,0.5390669
2190,0.19936222
2191,0.348356
2192,0.27157086
2193,0.29615307
2194,0.12295752
2195,0.39092666
2196,0.23548466
2197,0.28924924
2198,0.27752003
2199,0.21907789
2200,0.16503534
2201,0.31180406
2202,0.24009788
2203,0.5442063
2204,0.5430491
2205,0.2799555
2206,0.14343983
2207,0.3366763
2208,0.2527319
2209,0.17524055
2210,0.17939512
2211,0.124106966
2212,0.23089701
2213,0.20288008
2214,0.22757882
2215,0.17263687
2216,0.2224253
2217,0.16094244
2218,0.49043316
2219,0.42586884
2220,0.45757943
2221,0.16588539
2222,0.4113218
2223,0.13611136
2224,0.42177308
2225,0.49315578
2226,0.34662473
2227,0.53606063
2228,0.43446785
2229,0.33643037
2230,0.37018082
2231,0.5297623
2232,0.08113162
2233,0.42715746
2234,0.5067022
2235,0.2102086
2236,0.33633524
2237,0.2911867
2238,0.28669056
2239,0.25794047
2240,0.24746647
2241,0.22268993
2242,0.16798973
2243,0.44865793
2244,0.110224396
2245,0.1761879
2246,0.45535484
2247,0.3242157
2248,0.18870464
2249,0.16769196
2250,0.49913108
2251,0.17921339
2252,0.48962194
2253,0.27705216
2254,0.1399892
2255,0.21520068
2256,0.3624999
2257,0.1997498
2258,0.5282402
2259,0.4968554
2260,0.47055483
2261,0.28741813
2262,0.49277997
2263,0.49601245
2264,0.20250905
2265,0.16492888
2266,0.38138148
2267,0.279303
2268,0.534038
2269,0.5417383
2270,0.16348433
2271,0.11075528
2272,0.3176828
2273,0.4932953
2274,0.25963503
2275,0.2590425
2276,0.27184156
2277,0.5088709
2278,0.1690298
2279,0.14084108
2280,0.15052234
2281,0.5103909
2282,0.11418711
2283,0.42937678
2284,0.15247422
2285,0.16727832
2286,0.21535417
2287,0.3765729
2288,0.252678
2289,0.36081198
2290,0.25588405
2291,0.49057543
2292,0.22383876
2293,0.22286579
2294,0.4707896
2295,0.13416657
2296,0.22755131
2297,0.4200768
2298,0.14795081
2299,0.29627627
2300,0.2669637
2301,0.43342358
2302,0.28787822
2303,0.2329663
2304,0.31594735
2305,0.18621245
2306,0.25272623
2307,0.52389574
2308,0.19599247
2309,0.32134807
2310,0.26268345
2311,0.16748284
2312,0.22541101
2313,0.4095683
2314,0.20723477
2315,0.4294282
2316,0.17649007
2317,0.30317816
2318,0.21056964
2319,0.20200904
2320,0.21273628
2321,0.13167277
2322,0.49987614
2323,0.2349317
2324,0.16706014
2325,0.20948642
2326,0.4832068
2327,0.41078344
2328,0.49464035
2329,0.5043826
2330,0.18977457
2331,0.5190226
2332,0.41121805
2333,0.34754673
2334,0.31036568
2335,0.46004802
2336,0.20571586
2337,0.51217794
2338,0.2183115
2339,0.298698
2340,0.2084054
2341,0.22546116
2342,0.21310677
2343,0.26417804
2344,0.20182553
2345,0.24883194
2346,0.15983549
2347,0.16985565
2348,0.3431913
2349,0.30626845
2350,0.44522268
2351,0.3204211
2352,0.45780203
2353,0.20014472
2354,0.22855072
2355,0.45109686
2356,0.1606955
2357,0.22117093
2358,0.46353936
2359,0.27510777
2360,0.5289097
2361,0.15447524
2362,0.38712895
2363,0.29061875
2364,0.30427593
2365,0.22820507
2366,0.511382
2367,0.31150106
2368,0.52373654
2369,0.20118588
2370,0.16056526
2371,0.1645613
2372,0.38926113
2373,0.44284174
2374,0.17269027
2375,0.15702206
2376,0.15585253
2377,0.5282845
2378,0.35525143
2379,0.24550243
2380,0.12382905
2381,0.47814566
2382,0.24897254
2383,0.2884017
2384,0.16650611
2385,0.12988698
2386,0.47871786
2387,0.2034261
2388,0.25711614
2389,0.31184712
2390,0.29657233
2391,0.2676115
2392,0.4798234
2393,0.1799447
2394,0.26783103
2395,0.21088485
2396,0.52822495
2397,0.53723097
2398,0.15412174
2399,0.18558407
2400,0.48968223
2401,0.3580386
2402,0.0979212
2403,0.40597528
2404,0.45062193
2405,0.3409168
2406,0.30456287
2407,0.13553132
2408,0.18163319
2409,0.22500989
2410,0.4945385
2411,0.19252372
2412,0.17375566
2413,0.23411675
2414,0.31112427
2415,0.21358877
2416,0.21771048
2417,0.5170405
2418,0.17549156
2419,0.31916398
2420,0.23067337
2421,0.11632028
2422,0.17065866
2423,0.27176633
2424,0.31956547
2425,0.25765604
2426,0.20355728
2427,0.45424542
2428,0.52462745
2429,0.22865671
2430,0.23785618
2431,0.15106678
2432,0.1506424
2433,0.55420595
2434,0.12047051
2435,0.24544057
2436,0.21278669
2437,0.21459527
2438,0.088641465
2439,0.16902182
2440,0.17545587
2441,0.26138586
2442,0.32357705
2443,0.25093597
2444,0.3429659
2445,0.48466167
2446,0.50654244
2447,0.18971036
2448,0.24858013
2449,0.2087356
2450,0.16466
2451,0.2498775
2452,0.23001301
2453,0.32104886
2454,0.14447543
2455,0.27836978
2456,0.1393688
2457,0.21321902
2458,0.22086614
2459,0.53168464
2460,0.17292523
2461,0.2580213
2462,0.12768602
2463,0.4742366
2464,0.2869743
2465,0.24303085
2466,0.15896386
2467,0.19321969
2468,0.2573537
2469,0.14772657
2470,0.5296755
2471,0.3082453
2472,0.27525392
2473,0.15446156
2474,0.43973708
2475,0.23061927
2476,0.1596511
2477,0.22540045
2478,0.2561447
2479,0.50938165
2480,0.264437
2481,0.26074535
2482,0.46605456
2483,0.52138907
2484,0.34710568
2485,0.20307791
2486,0.3066876
2487,0.33747357
2488,0.2211729
2489,0.1582636
2490,0.301001
2491,0.15872115
2492,0.1871558
2493,0.33575875
2494,0.48998588
2495,0.49608356
2496,0.3945665
2497,0.24974602
2498,0.15894262
2499,0.31155792
2500,0.20217925
2501,0.20396976
2502,0.13285728
2503,0.1276824
2504,0.24808438
2505,0.41155356
2506,0.17346105
2507,0.20154507
2508,0.4106784
2509,0.18698218
2510,0.37590897
2511,0.4073292
2512,0.515588
2513,0.2061794
2514,0.44485494
2515,0.22600049
2516,0.56282985
2517,0.22613527
2518,0.4778602
2519,0.22057053
2520,0.12987727
2521,0.29041368
2522,0.12653372
2523,0.4718843
2524,0.16756395
2525,0.18420039
2526,0.4246195
2527,0.13453594
2528,0.44982868
2529,0.36577478
2530,0.52714586
2531,0.43469727
2532,0.22581822
2533,0.34092045
2534,0.48511654
2535,0.21338059
2536,0.171451
2537,0.1477422
2538,0.15519476
2539,0.09919796
2540,0.40033758
2541,0.2508728
2542,0.2875507
2543,0.50640607
2544,0.3294628
2545,0.23476079
2546,0.15726131
2547,0.2156631
2548,0.38706958
2549,0.23565398
2550,0.40635547
2551,0.24287407
2552,0.18021837
2553,0.13779464
2554,0.48187524
2555,0.21200535
2556,0.19867238
2557,0.39416635
2558,0.17790435
2559,0.4879995
2560,0.30565405
2561,0.2996045
2562,0.38133597
2563,0.47880244
2564,0.19402081
2565,0.47105902
2566,0.53101075
2567,0.40080172
2568,0.29525116
2569,0.39632678
2570,0.3102187
2571,0.11018893
2572,0.17085639
2573,0.48257643
2574,0.19510382
2575,0.17853087
2576,0.22560129
2577,0.48243785
2578,0.5422698
2579,0.13924597
2580,0.33077168
2581,0.49215907
2582,0.1288833
2583,0.4181826
2584,0.33019775
2585,0.23967679
2586,0.33774227
2587,0.19280115
2588,0.1801351
2589,0.23989323
2590,0.19537556
2591,0.14504988
2592,0.16135818
2593,0.2929723
2594,0.11500855
2595,0.16776085
2596,0.4973624
2597,0.18868735
2598,0.44859558
2599,0.5318217
2600,0.25118425
2601,0.1582852
2602,0.24613726
2603,0.33217925
2604,0.16912727
2605,0.17051193
2606,0.29694164
2607,0.16709831
2608,0.19033787
2609,0.19119185
2610,0.19429874
2611,0.16900665
2612,0.28161925
2613,0.26149368
2614,0.20091036
2615,0.30485505
2616,0.06726153
2617,0.13860002
2618,0.21901205
2619,0.50413775
2620,0.42574847
2621,0.31104177
2622,0.17092685
2623,0.44692722
2624,0.45203424
2625,0.261469
2626,0.11917434
2627,0.3817329
2628,0.1391666
2629,0.16757381
2630,0.16368872
2631,0.41327974
2632,0.2008438
2633,0.3494127
2634,0.24493521
2635,0.21962869
2636,0.18472216
2637,0.17870238
2638,0.45734924
2639,0.27487633
2640,0.19989592
2641,0.48595917
2642,0.4867996
2643,0.5264379
2644,0.1257981
2645,0.5157086
2646,0.2738906
2647,0.5109711
2648,0.22907022
2649,0.3385818
2650,0.11380738
2651,0.27553618
2652,0.4917457
2653,0.18513343
2654,0.44867933
2655,0.20823139
2656,0.14435092
2657,0.21100748
2658,0.23291044
2659,0.12961444
2660,0.46271354
2661,0.22680198
2662,0.17821962
2663,0.56392217
2664,0.2055813
2665,0.23439851
2666,0.43577993
2667,0.19244644
2668,0.15769386
2669,0.28737295
2670,0.122456156
2671,0.25680053
2672,0.39335516
2673,0.19326912
2674,0.39313504
2675,0.35329065
2676,0.28947783
2677,0.06322066
2678,0.45340306
2679,0.38366285
2680,0.2729956
2681,0.15131515
2682,0.4637558
2683,0.520998
2684,0.50000715
2685,0.4429174
2686,0.41075242
2687,0.14481519
2688,0.47584867
2689,0.502103
2690,0.3317705
2691,0.50420207
2692,0.15310591
2693,0.5151007
2694,0.4812546
2695,0.21246123
2696,0.12292078
2697,0.19067821
2698,0.50442743
2699,0.44136977
2700,0.5336242
2701,0.26712883
2702,0.46379095
2703,0.21332498
2704,0.18417907
2705,0.15908396
2706,0.23586103
2707,0.27305716
2708,0.23701464
2709,0.12463631
2710,0.3012386
2711,0.18211499
2712,0.24737704
2713,0.15256193
2714,0.14694786
2715,0.13568911
2716,0.3150376
2717,0.45515347
2718,0.36282223
2719,0.2844228
2720,0.18883914
2721,0.27042273
2722,0.3939961
2723,0.18599832
2724,0.20772526
2725,0.24520504
2726,0.43847615
2727,0.15724309
2728,0.5224619
2729,0.2707225
2730,0.4042592
2731,0.3847151
2732,0.5168944
2733,0.5158142
2734,0.5176041
2735,0.18235144
2736,0.15242583
2737,0.14249484
2738,0.50812465
2739,0.23758756
2740,0.21520859
2741,0.5149515
2742,0.3595416
2743,0.41484493
2744,0.17580253
2745,0.16505268
2746,0.15813494
2747,0.29100102
2748,0.48603767
2749,0.13658524
2750,0.3580589
2751,0.4683745
2752,0.39349222
2753,0.24052212
2754,0.17236611
2755,0.48751062
2756,0.17456178
2757,0.4563353
2758,0.1546679
2759,0.34134403
2760,0.36818412
2761,0.18425335
2762,0.19077179
2763,0.21505314
2764,0.20903675
2765,0.30466813
2766,0.36988056
2767,0.24336964
2768,0.24288628
2769,0.17562045
2770,0.16364431
2771,0.28550035
2772,0.27175635
2773,0.26920214
2774,0.2094119
2775,0.2312062
2776,0.20434251
2777,0.4968253
2778,0.45655748
2779,0.3491866
2780,0.56148595
2781,0.19448067
2782,0.25236818
2783,0.1977238
2784,0.08001553
2785,0.29653633
2786,0.5247344
2787,0.33263046
2788,0.42715967
2789,0.18762153
2790,0.11840935
2791,0.36896497
2792,0.297718
2793,0.5104407
2794,0.3895375
2795,0.4269261
2796,0.18234362
2797,0.3684526
2798,0.4258125
2799,0.46235818
2800,0.46102476
2801,0.30245465
2802,0.3440525
2803,0.37090555
2804,0.49398497
2805,0.23043507
2806,0.2982516
2807,0.16380197
2808,0.32790077
2809,0.48333588
2810,0.4974618
2811,0.25021997
2812,0.2229417
2813,0.39476922
2814,0.19917896
2815,0.5151015
2816,0.2812983
2817,0.36148244
2818,0.46622652
2819,0.4902629
2820,0.20748895
2821,0.20309663
2822,0.24435744
2823,0.4915591
2824,0.47953755
2825,0.22280818
2826,0.33556873
2827,0.33113706
2828,0.16051152
2829,0.51174283
2830,0.22982424
2831,0.5020908
2832,0.23607428
2833,0.1484002
2834,0.19051704
2835,0.17360345
2836,0.23441994
2837,0.14611737
2838,0.19356528
2839,0.25763938
2840,0.4917656
2841,0.33356312
2842,0.24566168
2843,0.3087247
2844,0.22598262
2845,0.16666749
2846,0.28850582
2847,0.15785794
2848,0.41982368
2849,0.26610073
2850,0.40412337
2851,0.22798105
2852,0.39373127
2853,0.107720494
2854,0.16536736
2855,0.2547007
2856,0.457304
2857,0.13394105
2858,0.52406925
2859,0.28467846
2860,0.22560155
2861,0.24083766
2862,0.5021426
2863,0.22686362
2864,0.28806362
2865,0.35798928
2866,0.31468245
2867,0.28670323
2868,0.4258091
2869,0.17257762
2870,0.28267455
2871,0.19718702
2872,0.28033173
2873,0.117828965
2874,0.13833511
2875,0.12329359
2876,0.23877218
2877,0.15618318
2878,0.17807072
2879,0.2783689
2880,0.4573092
2881,0.2871969
2882,0.459069
2883,0.29959756
2884,0.2878648
2885,0.50652444
2886,0.2823404
2887,0.21684909
2888,0.5171293
2889,0.2563709
2890,0.47536677
2891,0.54373145
2892,0.33703208
2893,0.19053319
2894,0.528849
2895,0.48925877
2896,0.18149817
2897,0.33291763
2898,0.2745682
2899,0.24898906
2900,0.33958358
2901,0.16627377
2902,0.18355729
2903,0.13512631
2904,0.13550308
2905,0.17435369
2906,0.15726902
2907,0.20658386
2908,0.5203868
2909,0.15339854
2910,0.14203806
2911,0.1564861
2912,0.4160581
2913,0.18644248
2914,0.22706059
2915,0.22899687
2916,0.5136245
2917,0.40791744
2918,0.22679557
2919,0.14884019
2920,0.20704031
2921,0.09876573
2922,0.17027864
2923,0.54989207
2924,0.28846785
2925,0.46579275
2926,0.17529124
2927,0.23886177
2928,0.23124947
2929,0.09070237
2930,0.51629174
2931,0.15281928
2932,0.23545557
2933,0.19674172
2934,0.49419415
2935,0.18618694
2936,0.13796017
2937,0.25414675
2938,0.32936704
2939,0.3395366
2940,0.13029586
2941,0.38240302
2942,0.5309272
2943,0.22190171
2944,0.5199191
2945,0.50513345
2946,0.12016539
2947,0.12367162
2948,0.4099092
2949,0.4133352
2950,0.14725287
2951,0.323095
2952,0.4137503
2953,0.12323782
2954,0.47758484
2955,0.12430762
2956,0.1272381
2957,0.2721313
2958,0.11492184
2959,0.1521319
2960,0.39753026
2961,0.20998424
2962,0.09319356
2963,0.29706287
2964,0.1895316
2965,0.35404873
2966,0.21057105
2967,0.30985442
2968,0.2390374
2969,0.3172849
2970,0.43997413
2971,0.4774881
2972,0.17004028
2973,0.16523257
2974,0.12676366
2975,0.3873959
2976,0.12068182
2977,0.16429219
2978,0.30194297
2979,0.1872598
2980,0.34963858
2981,0.33754414
2982,0.5129676
2983,0.22756542
2984,0.15232995
2985,0.172319
2986,0.14195813
2987,0.51222634
2988,0.52752197
2989,0.3671468
2990,0.25082487
2991,0.39193246
2992,0.2104305
2993,0.16708976
2994,0.16826594
2995,0.17501327
2996,0.19550037
2997,0.24810494
2998,0.19502163
2999,0.16372807
3000,0.33718735
3001,0.47544372
3002,0.33655977
3003,0.33703858
3004,0.4544115
3005,0.26740417
3006,0.14791378
3007,0.16542876
3008,0.22556625
3009,0.17018789
3010,0.39904833
3011,0.29869616
3012,0.32926792
3013,0.1561907
3014,0.265398
3015,0.18832994
3016,0.20974115
3017,0.32366812
3018,0.21144137
3019,0.49996856
3020,0.21926218
3021,0.16413185
3022,0.12051414
3023,0.17101102
3024,0.20850566
3025,0.26718313
3026,0.22024494
3027,0.28767294
3028,0.2276021
3029,0.1510663
3030,0.18661991
3031,0.33280236
3032,0.25502387
3033,0.1277644
3034,0.17271702
3035,0.49882022
3036,0.21350819
3037,0.2495051
3038,0.3706262
3039,0.18136904
3040,0.514329
3041,0.36799586
3042,0.27861172
3043,0.52311724
3044,0.29188782
3045,0.3056677
3046,0.18516716
3047,0.14738989
3048,0.19435677
3049,0.46911857
3050,0.29455066
3051,0.123158365
3052,0.25628164
3053,0.25738135
3054,0.2999006
3055,0.3174464
3056,0.30579844
3057,0.21229403
3058,0.23495932
3059,0.19747174
3060,0.5340924
3061,0.15428749
3062,0.1460658
3063,0.2564599
3064,0.3876774
3065,0.4868157
3066,0.12015633
3067,0.25547427
3068,0.19605011
3069,0.44257694
3070,0.20220506
3071,0.307959
3072,0.21905538
3073,0.21616085
3074,0.1972015
3075,0.5223694
3076,0.32262784
3077,0.1328266
3078,0.1259257
3079,0.2145817
3080,0.33388522
3081,0.24398053
3082,0.39269406
3083,0.18974084
3084,0.19465564
3085,0.5373441
3086,0.34494197
3087,0.08898945
3088,0.30150694
3089,0.29631567
3090,0.34048402
3091,0.38152665
3092,0.17988889
3093,0.44458485
3094,0.22201934
3095,0.27449676
3096,0.52930266
3097,0.35721943
3098,0.17984602
3099,0.22897555
3100,0.24999367
3101,0.51660347
3102,0.22129431
3103,0.16449884
3104,0.5666199
3105,0.4734606
3106,0.3732701
3107,0.50371355
3108,0.19779415
3109,0.12707356
3110,0.44747066
3111,0.2125829
3112,0.33448786
3113,0.36084527
3114,0.16705295
3115,0.52238613
3116,0.55000895
3117,0.12990905
3118,0.28586748
3119,0.23188704
3120,0.18154673
3121,0.52704126
3122,0.24115086
3123,0.16357824
3124,0.27286708
3125,0.3385222
3126,0.113820985
3127,0.21034026
3128,0.5221839
3129,0.5002131
3130,0.5239259
3131,0.5077697
3132,0.19555092
3133,0.5231565
3134,0.16823548
3135,0.15125015
3136,0.3229818
3137,0.14919046
3138,0.2440143
3139,0.17211121
3140,0.14913344
3141,0.5293611
3142,0.16814685
3143,0.3601634
3144,0.262662
3145,0.1847012
3146,0.15341079
3147,0.1986612
3148,0.27903837
3149,0.23476642
3150,0.15249431
3151,0.119918525
3152,0.29989854
3153,0.4685838
3154,0.1067561
3155,0.15905106
3156,0.527651
3157,0.45101273
3158,0.10968763
3159,0.23363975
3160,0.5452531
3161,0.17046319
3162,0.2562569
3163,0.19236287
3164,0.2739588
3165,0.28590578
3166,0.5243362
3167,0.20358261
3168,0.19461101
3169,0.19742048
3170,0.34840184
3171,0.29029477
3172,0.21302566
3173,0.21705762
3174,0.120624766
3175,0.5199271
3176,0.5143588
3177,0.41427672
3178,0.17983034
3179,0.42935476
3180,0.1583381
3181,0.36234432
3182,0.15614258
3183,0.4116541
3184,0.23357934
3185,0.43017298
3186,0.122474104
3187,0.53507614
3188,0.4557179
3189,0.16127682
3190,0.48966646
3191,0.375626
3192,0.21677488
3193,0.14674318
3194,0.51132846
3195,0.17495072
3196,0.16974494
3197,0.5678845
3198,0.3918048
3199,0.25957382
3200,0.25598162
3201,0.49596435
3202,0.43286055
3203,0.33946192
3204,0.41970798
3205,0.15962258
3206,0.34718615
3207,0.1834288
3208,0.32681137
3209,0.15470412
3210,0.20985584
3211,0.541462
3212,0.51573324
3213,0.17760137
3214,0.18594813
3215,0.4663294
3216,0.4446398
3217,0.39350736
3218,0.21753548
3219,0.4478951
3220,0.26620036
3221,0.18727094
3222,0.14346907
3223,0.26744494
3224,0.22293454
3225,0.3524984
